dates/tags 1 2 3 4 5 6 7 8 9 10 11 12 
19980703 nah nah nah valid valid valid valid nah nah nah nah nah
19980704 nah nah nah valid valid valid valid nah nah nah nah nah
19980705 nah nah nah valid valid valid valid nah nah nah nah nah
19980706 nah nah nah valid valid valid valid nah nah nah nah nah
19980707 nah nah nah valid valid valid valid nah nah nah nah nah
19980708 nah nah nah valid valid valid valid nah nah nah nah nah
19980709 nah nah nah valid valid valid valid nah nah nah nah nah
19980710 nah nah nah valid valid valid valid nah nah nah nah nah
19980711 nah nah nah valid valid valid valid nah nah nah nah nah
19980712 nah nah nah valid valid valid valid nah nah nah nah nah
19980713 nah nah nah valid valid valid valid nah nah nah nah nah
19980714 nah nah nah valid valid valid valid nah nah nah nah nah
19980715 nah nah nah valid valid valid valid nah nah nah nah nah
19980716 nah nah nah valid valid valid valid nah nah nah nah nah
19980717 nah nah nah valid valid valid valid nah nah nah nah nah
19980718 nah nah nah valid valid valid valid nah nah nah nah nah
19980719 nah nah nah valid valid valid valid nah nah nah nah nah
19980720 nah nah nah valid valid valid valid nah nah nah nah nah
19980721 nah nah nah valid valid valid valid nah nah nah nah nah
19980722 nah nah nah valid valid valid valid nah nah nah nah nah
19980723 nah nah nah valid valid valid valid nah nah nah nah nah
19980724 nah nah nah valid valid valid valid nah nah nah nah nah
19980725 nah nah nah valid valid valid valid nah nah nah nah nah
19980726 nah nah nah valid valid valid valid nah nah nah nah nah
19980727 nah nah nah valid valid valid valid nah nah nah nah nah
19980728 nah nah nah valid valid valid valid nah nah nah nah nah
19980729 nah nah nah valid valid valid valid nah nah nah nah nah
19980730 nah nah nah valid valid valid valid nah nah nah nah nah
19980731 nah nah nah valid valid valid valid nah nah nah nah nah
19980801 nah nah nah nah valid valid valid valid nah nah nah nah
19980802 nah nah nah nah valid valid valid valid nah nah nah nah
19980803 nah nah nah nah valid valid valid valid nah nah nah nah
19980804 nah nah nah nah valid valid valid valid nah nah nah nah
19980805 nah nah nah nah valid valid valid valid nah nah nah nah
19980806 nah nah nah nah valid valid valid valid nah nah nah nah
19980807 nah nah nah nah valid valid valid valid nah nah nah nah
19980808 nah nah nah nah valid valid valid valid nah nah nah nah
19980809 nah nah nah nah valid valid valid valid nah nah nah nah
19980810 nah nah nah nah valid valid valid valid nah nah nah nah
19980811 nah nah nah nah valid valid valid valid nah nah nah nah
19980812 nah nah nah nah valid valid valid valid nah nah nah nah
19980813 nah nah nah nah valid valid valid valid nah nah nah nah
19980814 nah nah nah nah valid valid valid valid nah nah nah nah
19980815 nah nah nah nah valid valid valid valid nah nah nah nah
19980816 nah nah nah nah valid valid valid valid nah nah nah nah
19980817 nah nah nah nah valid valid valid valid nah nah nah nah
19980818 nah nah nah nah valid valid valid valid nah nah nah nah
19980819 nah nah nah nah valid valid valid valid nah nah nah nah
19980820 nah nah nah nah valid valid valid valid nah nah nah nah
19980821 nah nah nah nah valid valid valid valid nah nah nah nah
19980822 nah nah nah nah valid valid valid valid nah nah nah nah
19980823 nah nah nah nah valid valid valid valid nah nah nah nah
19980824 nah nah nah nah valid valid valid valid nah nah nah nah
19980825 nah nah nah nah valid valid valid valid nah nah nah nah
19980826 nah nah nah nah valid valid valid valid nah nah nah nah
19980827 nah nah nah nah valid valid valid valid nah nah nah nah
19980828 nah nah nah nah valid valid valid valid nah nah nah nah
19980829 nah nah nah nah valid valid valid valid nah nah nah nah
19980830 nah nah nah nah valid valid valid valid nah nah nah nah
19980831 nah nah nah nah valid valid valid valid nah nah nah nah
19980901 nah nah nah nah nah valid valid valid valid nah nah nah
19980902 nah nah nah nah nah valid valid valid valid nah nah nah
19980903 nah nah nah nah nah valid valid valid valid nah nah nah
19980904 nah nah nah nah nah valid valid valid valid nah nah nah
19980905 nah nah nah nah nah valid valid valid valid nah nah nah
19980906 nah nah nah nah nah valid valid valid valid nah nah nah
19980907 nah nah nah nah nah valid valid valid valid nah nah nah
19980908 nah nah nah nah nah valid valid valid valid nah nah nah
19980909 nah nah nah nah nah valid valid valid valid nah nah nah
19980910 nah nah nah nah nah valid valid valid valid nah nah nah
19980911 nah nah nah nah nah valid valid valid valid nah nah nah
19980912 nah nah nah nah nah valid valid valid valid nah nah nah
19980913 nah nah nah nah nah valid valid valid valid nah nah nah
19980914 nah nah nah nah nah valid valid valid valid nah nah nah
19980915 nah nah nah nah nah valid valid valid valid nah nah nah
19980916 nah nah nah nah nah valid valid valid valid nah nah nah
19980917 nah nah nah nah nah valid valid valid valid nah nah nah
19980918 nah nah nah nah nah valid valid valid valid nah nah nah
19980919 nah nah nah nah nah valid valid valid valid nah nah nah
19980920 nah nah nah nah nah valid valid valid valid nah nah nah
19980921 nah nah nah nah nah valid valid valid valid nah nah nah
19980922 nah nah nah nah nah valid valid valid valid nah nah nah
19980923 nah nah nah nah nah valid valid valid valid nah nah nah
19980924 nah nah nah nah nah valid valid valid valid nah nah nah
19980925 nah nah nah nah nah valid valid valid valid nah nah nah
19980926 nah nah nah nah nah valid valid valid valid nah nah nah
19980927 nah nah nah nah nah valid valid valid valid nah nah nah
19980928 nah nah nah nah nah valid valid valid valid nah nah nah
19980929 nah nah nah nah nah valid valid valid valid nah nah nah
19980930 nah nah nah nah nah valid valid valid valid nah nah nah
19981001 nah nah nah nah nah nah valid valid valid valid nah nah
19981002 nah nah nah nah nah nah valid valid valid valid nah nah
19981003 nah nah nah nah nah nah valid valid valid valid nah nah
19981004 nah nah nah nah nah nah valid valid valid valid nah nah
19981005 nah nah nah nah nah nah valid valid valid valid nah nah
19981006 nah nah nah nah nah nah valid valid valid valid nah nah
19981007 nah nah nah nah nah nah valid valid valid valid nah nah
19981008 nah nah nah nah nah nah valid valid valid valid nah nah
19981009 nah nah nah nah nah nah valid valid valid valid nah nah
19981010 nah nah nah nah nah nah valid valid valid valid nah nah
19981011 nah nah nah nah nah nah valid valid valid valid nah nah
19981012 nah nah nah nah nah nah valid valid valid valid nah nah
19981013 nah nah nah nah nah nah valid valid valid valid nah nah
19981014 nah nah nah nah nah nah valid valid valid valid nah nah
19981015 nah nah nah nah nah nah valid valid valid valid nah nah
19981016 nah nah nah nah nah nah valid valid valid valid nah nah
19981017 nah nah nah nah nah nah valid valid valid valid nah nah
19981018 nah nah nah nah nah nah valid valid valid valid nah nah
19981019 nah nah nah nah nah nah valid valid valid valid nah nah
19981020 nah nah nah nah nah nah valid valid valid valid nah nah
19981021 nah nah nah nah nah nah valid valid valid valid nah nah
19981022 nah nah nah nah nah nah valid valid valid valid nah nah
19981023 nah nah nah nah nah nah valid valid valid valid nah nah
19981024 nah nah nah nah nah nah valid valid valid valid nah nah
19981025 nah nah nah nah nah nah valid valid valid valid nah nah
19981026 nah nah nah nah nah nah valid valid valid valid nah nah
19981027 nah nah nah nah nah nah valid valid valid valid nah nah
19981028 nah nah nah nah nah nah valid valid valid valid nah nah
19981029 nah nah nah nah nah nah valid valid valid valid nah nah
19981030 nah nah nah nah nah nah valid valid valid valid nah nah
19981031 nah nah nah nah nah nah valid valid valid valid nah nah
19981101 nah nah nah nah nah nah nah valid valid valid valid nah
19981102 nah nah nah nah nah nah nah valid valid valid valid nah
19981103 nah nah nah nah nah nah nah valid valid valid valid nah
19981104 nah nah nah nah nah nah nah valid valid valid valid nah
19981105 nah nah nah nah nah nah nah valid valid valid valid nah
19981106 nah nah nah nah nah nah nah valid valid valid valid nah
19981107 nah nah nah nah nah nah nah valid valid valid valid nah
19981108 nah nah nah nah nah nah nah valid valid valid valid nah
19981109 nah nah nah nah nah nah nah valid valid valid valid nah
19981110 nah nah nah nah nah nah nah valid valid valid valid nah
19981111 nah nah nah nah nah nah nah valid valid valid valid nah
19981112 nah nah nah nah nah nah nah valid valid valid valid nah
19981113 nah nah nah nah nah nah nah valid valid valid valid nah
19981114 nah nah nah nah nah nah nah valid valid valid valid nah
19981115 nah nah nah nah nah nah nah valid valid valid valid nah
19981116 nah nah nah nah nah nah nah valid valid valid valid nah
19981117 nah nah nah nah nah nah nah valid valid valid valid nah
19981118 nah nah nah nah nah nah nah valid valid valid valid nah
19981119 nah nah nah nah nah nah nah valid valid valid valid nah
19981120 nah nah nah nah nah nah nah valid valid valid valid nah
19981121 nah nah nah nah nah nah nah valid valid valid valid nah
19981122 nah nah nah nah nah nah nah valid valid valid valid nah
19981123 nah nah nah nah nah nah nah valid valid valid valid nah
19981124 nah nah nah nah nah nah nah valid valid valid valid nah
19981125 nah nah nah nah nah nah nah valid valid valid valid nah
19981126 nah nah nah nah nah nah nah valid valid valid valid nah
19981127 nah nah nah nah nah nah nah valid valid valid valid nah
19981128 nah nah nah nah nah nah nah valid valid valid valid nah
19981129 nah nah nah nah nah nah nah valid valid valid valid nah
19981130 nah nah nah nah nah nah nah valid valid valid valid nah
19981201 nah nah nah nah nah nah nah nah valid valid valid valid
19981202 nah nah nah nah nah nah nah nah valid valid valid valid
19981203 nah nah nah nah nah nah nah nah valid valid valid valid
19981204 nah nah nah nah nah nah nah nah valid valid valid valid
19981205 nah nah nah nah nah nah nah nah valid valid valid valid
19981206 nah nah nah nah nah nah nah nah valid valid valid valid
19981207 nah nah nah nah nah nah nah nah valid valid valid valid
19981208 nah nah nah nah nah nah nah nah valid valid valid valid
19981209 nah nah nah nah nah nah nah nah valid valid valid valid
19981210 nah nah nah nah nah nah nah nah valid valid valid valid
19981211 nah nah nah nah nah nah nah nah valid valid valid valid
19981212 nah nah nah nah nah nah nah nah valid valid valid valid
19981213 nah nah nah nah nah nah nah nah valid valid valid valid
19981214 nah nah nah nah nah nah nah nah valid valid valid valid
19981215 nah nah nah nah nah nah nah nah valid valid valid valid
19981216 nah nah nah nah nah nah nah nah valid valid valid valid
19981217 nah nah nah nah nah nah nah nah valid valid valid valid
19981218 nah nah nah nah nah nah nah nah valid valid valid valid
19981219 nah nah nah nah nah nah nah nah valid valid valid valid
19981220 nah nah nah nah nah nah nah nah valid valid valid valid
19981221 nah nah nah nah nah nah nah nah valid valid valid valid
19981222 nah nah nah nah nah nah nah nah valid valid valid valid
19981223 nah nah nah nah nah nah nah nah valid valid valid valid
19981224 nah nah nah nah nah nah nah nah valid valid valid valid
19981225 nah nah nah nah nah nah nah nah valid valid valid valid
19981226 nah nah nah nah nah nah nah nah valid valid valid valid
19981227 nah nah nah nah nah nah nah nah valid valid valid valid
19981228 nah nah nah nah nah nah nah nah valid valid valid valid
19981229 nah nah nah nah nah nah nah nah valid valid valid valid
19981230 nah nah nah nah nah nah nah nah valid valid valid valid
19981231 nah nah nah nah nah nah nah nah valid valid valid valid
19990101 valid nah nah nah nah nah nah nah nah valid valid valid
19990102 valid nah nah nah nah nah nah nah nah valid valid valid
19990103 valid nah nah nah nah nah nah nah nah valid valid valid
19990104 valid nah nah nah nah nah nah nah nah valid valid valid
19990105 valid nah nah nah nah nah nah nah nah valid valid valid
19990106 valid nah nah nah nah nah nah nah nah valid valid valid
19990107 valid nah nah nah nah nah nah nah nah valid valid valid
19990108 valid nah nah nah nah nah nah nah nah valid valid valid
19990109 valid nah nah nah nah nah nah nah nah valid valid valid
19990110 valid nah nah nah nah nah nah nah nah valid valid valid
19990111 valid nah nah nah nah nah nah nah nah valid valid valid
19990112 valid nah nah nah nah nah nah nah nah valid valid valid
19990113 valid nah nah nah nah nah nah nah nah valid valid valid
19990114 valid nah nah nah nah nah nah nah nah valid valid valid
19990115 valid nah nah nah nah nah nah nah nah valid valid valid
19990116 valid nah nah nah nah nah nah nah nah valid valid valid
19990117 valid nah nah nah nah nah nah nah nah valid valid valid
19990118 valid nah nah nah nah nah nah nah nah valid valid valid
19990119 valid nah nah nah nah nah nah nah nah valid valid valid
19990120 valid nah nah nah nah nah nah nah nah valid valid valid
19990121 valid nah nah nah nah nah nah nah nah valid valid valid
19990122 valid nah nah nah nah nah nah nah nah valid valid valid
19990123 valid nah nah nah nah nah nah nah nah valid valid valid
19990124 valid nah nah nah nah nah nah nah nah valid valid valid
19990125 valid nah nah nah nah nah nah nah nah valid valid valid
19990126 valid nah nah nah nah nah nah nah nah valid valid valid
19990127 valid nah nah nah nah nah nah nah nah valid valid valid
19990128 valid nah nah nah nah nah nah nah nah valid valid valid
19990129 valid nah nah nah nah nah nah nah nah valid valid valid
19990130 valid nah nah nah nah nah nah nah nah valid valid valid
19990131 valid nah nah nah nah nah nah nah nah nah valid valid
19990201 valid valid nah nah nah nah nah nah nah nah valid valid
19990202 valid valid nah nah nah nah nah nah nah nah valid valid
19990203 valid valid nah nah nah nah nah nah nah nah valid valid
19990204 valid valid nah nah nah nah nah nah nah nah valid valid
19990205 valid valid nah nah nah nah nah nah nah nah valid valid
19990206 valid valid nah nah nah nah nah nah nah nah valid valid
19990207 valid valid nah nah nah nah nah nah nah nah valid valid
19990208 valid valid nah nah nah nah nah nah nah nah valid valid
19990209 valid valid nah nah nah nah nah nah nah nah valid valid
19990210 valid valid nah nah nah nah nah nah nah nah valid valid
19990211 valid valid nah nah nah nah nah nah nah nah valid valid
19990212 valid valid nah nah nah nah nah nah nah nah valid valid
19990213 valid valid nah nah nah nah nah nah nah nah valid valid
19990214 valid valid nah nah nah nah nah nah nah nah valid valid
19990215 valid valid nah nah nah nah nah nah nah nah valid valid
19990216 valid valid nah nah nah nah nah nah nah nah valid valid
19990217 valid valid nah nah nah nah nah nah nah nah valid valid
19990218 valid valid nah nah nah nah nah nah nah nah valid valid
19990219 valid valid nah nah nah nah nah nah nah nah valid valid
19990220 valid valid nah nah nah nah nah nah nah nah valid valid
19990221 valid valid nah nah nah nah nah nah nah nah valid valid
19990222 valid valid nah nah nah nah nah nah nah nah valid valid
19990223 valid valid nah nah nah nah nah nah nah nah valid valid
19990224 valid valid nah nah nah nah nah nah nah nah valid valid
19990225 valid valid nah nah nah nah nah nah nah nah valid valid
19990226 valid valid nah nah nah nah nah nah nah nah valid valid
19990227 valid valid nah nah nah nah nah nah nah nah valid valid
19990228 valid valid nah nah nah nah nah nah nah nah nah valid
19990301 valid valid valid nah nah nah nah nah nah nah nah valid
19990302 valid valid valid nah nah nah nah nah nah nah nah valid
19990303 valid valid valid nah nah nah nah nah nah nah nah valid
19990304 valid valid valid nah nah nah nah nah nah nah nah valid
19990305 valid valid valid nah nah nah nah nah nah nah nah valid
19990306 valid valid valid nah nah nah nah nah nah nah nah valid
19990307 valid valid valid nah nah nah nah nah nah nah nah valid
19990308 valid valid valid nah nah nah nah nah nah nah nah valid
19990309 valid valid valid nah nah nah nah nah nah nah nah valid
19990310 valid valid valid nah nah nah nah nah nah nah nah valid
19990311 valid valid valid nah nah nah nah nah nah nah nah valid
19990312 valid valid valid nah nah nah nah nah nah nah nah valid
19990313 valid valid valid nah nah nah nah nah nah nah nah valid
19990314 valid valid valid nah nah nah nah nah nah nah nah valid
19990315 valid valid valid nah nah nah nah nah nah nah nah valid
19990316 valid valid valid nah nah nah nah nah nah nah nah valid
19990317 valid valid valid nah nah nah nah nah nah nah nah valid
19990318 valid valid valid nah nah nah nah nah nah nah nah valid
19990319 valid valid valid nah nah nah nah nah nah nah nah valid
19990320 valid valid valid nah nah nah nah nah nah nah nah valid
19990321 valid valid valid nah nah nah nah nah nah nah nah valid
19990322 valid valid valid nah nah nah nah nah nah nah nah valid
19990323 valid valid valid nah nah nah nah nah nah nah nah valid
19990324 valid valid valid nah nah nah nah nah nah nah nah valid
19990325 valid valid valid nah nah nah nah nah nah nah nah valid
19990326 valid valid valid nah nah nah nah nah nah nah nah valid
19990327 valid valid valid nah nah nah nah nah nah nah nah valid
19990328 valid valid valid nah nah nah nah nah nah nah nah valid
19990329 valid valid valid nah nah nah nah nah nah nah nah valid
19990330 valid valid valid nah nah nah nah nah nah nah nah valid
19990331 valid valid valid nah nah nah nah nah nah nah nah nah
19990401 valid valid valid valid nah nah nah nah nah nah nah nah
19990402 valid valid valid valid nah nah nah nah nah nah nah nah
19990403 valid valid valid valid nah nah nah nah nah nah nah nah
19990404 valid valid valid valid nah nah nah nah nah nah nah nah
19990405 valid valid valid valid nah nah nah nah nah nah nah nah
19990406 valid valid valid valid nah nah nah nah nah nah nah nah
19990407 valid valid valid valid nah nah nah nah nah nah nah nah
19990408 valid valid valid valid nah nah nah nah nah nah nah nah
19990409 valid valid valid valid nah nah nah nah nah nah nah nah
19990410 valid valid valid valid nah nah nah nah nah nah nah nah
19990411 valid valid valid valid nah nah nah nah nah nah nah nah
19990412 valid valid valid valid nah nah nah nah nah nah nah nah
19990413 valid valid valid valid nah nah nah nah nah nah nah nah
19990414 valid valid valid valid nah nah nah nah nah nah nah nah
19990415 valid valid valid valid nah nah nah nah nah nah nah nah
19990416 valid valid valid valid nah nah nah nah nah nah nah nah
19990417 valid valid valid valid nah nah nah nah nah nah nah nah
19990418 valid valid valid valid nah nah nah nah nah nah nah nah
19990419 valid valid valid valid nah nah nah nah nah nah nah nah
19990420 valid valid valid valid nah nah nah nah nah nah nah nah
19990421 valid valid valid valid nah nah nah nah nah nah nah nah
19990422 valid valid valid valid nah nah nah nah nah nah nah nah
19990423 valid valid valid valid nah nah nah nah nah nah nah nah
19990424 valid valid valid valid nah nah nah nah nah nah nah nah
19990425 valid valid valid valid nah nah nah nah nah nah nah nah
19990426 valid valid valid valid nah nah nah nah nah nah nah nah
19990427 valid valid valid valid nah nah nah nah nah nah nah nah
19990428 valid valid valid valid nah nah nah nah nah nah nah nah
19990429 valid valid valid valid nah nah nah nah nah nah nah nah
19990430 valid valid valid valid nah nah nah nah nah nah nah nah
19990501 nah valid valid valid valid nah nah nah nah nah nah nah
19990502 nah valid valid valid valid nah nah nah nah nah nah nah
19990503 nah valid valid valid valid nah nah nah nah nah nah nah
19990504 nah valid valid valid valid nah nah nah nah nah nah nah
19990505 nah valid valid valid valid nah nah nah nah nah nah nah
19990506 nah valid valid valid valid nah nah nah nah nah nah nah
19990507 nah valid valid valid valid nah nah nah nah nah nah nah
19990508 nah valid valid valid valid nah nah nah nah nah nah nah
19990509 nah valid valid valid valid nah nah nah nah nah nah nah
19990510 nah valid valid valid valid nah nah nah nah nah nah nah
19990511 nah valid valid valid valid nah nah nah nah nah nah nah
19990512 nah valid valid valid valid nah nah nah nah nah nah nah
19990513 nah valid valid valid valid nah nah nah nah nah nah nah
19990514 nah valid valid valid valid nah nah nah nah nah nah nah
19990515 nah valid valid valid valid nah nah nah nah nah nah nah
19990516 nah valid valid valid valid nah nah nah nah nah nah nah
19990517 nah valid valid valid valid nah nah nah nah nah nah nah
19990518 nah valid valid valid valid nah nah nah nah nah nah nah
19990519 nah valid valid valid valid nah nah nah nah nah nah nah
19990520 nah valid valid valid valid nah nah nah nah nah nah nah
19990521 nah valid valid valid valid nah nah nah nah nah nah nah
19990522 nah valid valid valid valid nah nah nah nah nah nah nah
19990523 nah valid valid valid valid nah nah nah nah nah nah nah
19990524 nah valid valid valid valid nah nah nah nah nah nah nah
19990525 nah valid valid valid valid nah nah nah nah nah nah nah
19990526 nah valid valid valid valid nah nah nah nah nah nah nah
19990527 nah valid valid valid valid nah nah nah nah nah nah nah
19990528 nah valid valid valid valid nah nah nah nah nah nah nah
19990529 nah valid valid valid valid nah nah nah nah nah nah nah
19990530 nah valid valid valid valid nah nah nah nah nah nah nah
19990531 nah valid valid valid valid nah nah nah nah nah nah nah
19990601 nah nah valid valid valid valid nah nah nah nah nah nah
19990602 nah nah valid valid valid valid nah nah nah nah nah nah
19990603 nah nah valid valid valid valid nah nah nah nah nah nah
19990604 nah nah valid valid valid valid nah nah nah nah nah nah
19990605 nah nah valid valid valid valid nah nah nah nah nah nah
19990606 nah nah valid valid valid valid nah nah nah nah nah nah
19990607 nah nah valid valid valid valid nah nah nah nah nah nah
19990608 nah nah valid valid valid valid nah nah nah nah nah nah
19990609 nah nah valid valid valid valid nah nah nah nah nah nah
19990610 nah nah valid valid valid valid nah nah nah nah nah nah
19990611 nah nah valid valid valid valid nah nah nah nah nah nah
19990612 nah nah valid valid valid valid nah nah nah nah nah nah
19990613 nah nah valid valid valid valid nah nah nah nah nah nah
19990614 nah nah valid valid valid valid nah nah nah nah nah nah
19990615 nah nah valid valid valid valid nah nah nah nah nah nah
19990616 nah nah valid valid valid valid nah nah nah nah nah nah
19990617 nah nah valid valid valid valid nah nah nah nah nah nah
19990618 nah nah valid valid valid valid nah nah nah nah nah nah
19990619 nah nah valid valid valid valid nah nah nah nah nah nah
19990620 nah nah valid valid valid valid nah nah nah nah nah nah
19990621 nah nah valid valid valid valid nah nah nah nah nah nah
19990622 nah nah valid valid valid valid nah nah nah nah nah nah
19990623 nah nah valid valid valid valid nah nah nah nah nah nah
19990624 nah nah valid valid valid valid nah nah nah nah nah nah
19990625 nah nah valid valid valid valid nah nah nah nah nah nah
19990626 nah nah valid valid valid valid nah nah nah nah nah nah
19990627 nah nah valid valid valid valid nah nah nah nah nah nah
19990628 nah nah valid valid valid valid nah nah nah nah nah nah
19990629 nah nah valid valid valid valid nah nah nah nah nah nah
19990630 nah nah valid valid valid valid nah nah nah nah nah nah
19990701 nah nah nah valid valid valid valid nah nah nah nah nah
19990702 nah nah nah valid valid valid valid nah nah nah nah nah
19990703 nah nah nah valid valid valid valid nah nah nah nah nah
19990704 nah nah nah valid valid valid valid nah nah nah nah nah
19990705 nah nah nah valid valid valid valid nah nah nah nah nah
19990706 nah nah nah valid valid valid valid nah nah nah nah nah
19990707 nah nah nah valid valid valid valid nah nah nah nah nah
19990708 nah nah nah valid valid valid valid nah nah nah nah nah
19990709 nah nah nah valid valid valid valid nah nah nah nah nah
19990710 nah nah nah valid valid valid valid nah nah nah nah nah
19990711 nah nah nah valid valid valid valid nah nah nah nah nah
19990712 nah nah nah valid valid valid valid nah nah nah nah nah
19990713 nah nah nah valid valid valid valid nah nah nah nah nah
19990714 nah nah nah valid valid valid valid nah nah nah nah nah
19990715 nah nah nah valid valid valid valid nah nah nah nah nah
19990716 nah nah nah valid valid valid valid nah nah nah nah nah
19990717 nah nah nah valid valid valid valid nah nah nah nah nah
19990718 nah nah nah valid valid valid valid nah nah nah nah nah
19990719 nah nah nah valid valid valid valid nah nah nah nah nah
19990720 nah nah nah valid valid valid valid nah nah nah nah nah
19990721 nah nah nah valid valid valid valid nah nah nah nah nah
19990722 nah nah nah valid valid valid valid nah nah nah nah nah
19990723 nah nah nah valid valid valid valid nah nah nah nah nah
19990724 nah nah nah valid valid valid valid nah nah nah nah nah
19990725 nah nah nah valid valid valid valid nah nah nah nah nah
19990726 nah nah nah valid valid valid valid nah nah nah nah nah
19990727 nah nah nah valid valid valid valid nah nah nah nah nah
19990728 nah nah nah valid valid valid valid nah nah nah nah nah
19990729 nah nah nah valid valid valid valid nah nah nah nah nah
19990730 nah nah nah valid valid valid valid nah nah nah nah nah
19990731 nah nah nah valid valid valid valid nah nah nah nah nah
19990801 nah nah nah nah valid valid valid valid nah nah nah nah
19990802 nah nah nah nah valid valid valid valid nah nah nah nah
19990803 nah nah nah nah valid valid valid valid nah nah nah nah
19990804 nah nah nah nah valid valid valid valid nah nah nah nah
19990805 nah nah nah nah valid valid valid valid nah nah nah nah
19990806 nah nah nah nah valid valid valid valid nah nah nah nah
19990807 nah nah nah nah valid valid valid valid nah nah nah nah
19990808 nah nah nah nah valid valid valid valid nah nah nah nah
19990809 nah nah nah nah valid valid valid valid nah nah nah nah
19990810 nah nah nah nah valid valid valid valid nah nah nah nah
19990811 nah nah nah nah valid valid valid valid nah nah nah nah
19990812 nah nah nah nah valid valid valid valid nah nah nah nah
19990813 nah nah nah nah valid valid valid valid nah nah nah nah
19990814 nah nah nah nah valid valid valid valid nah nah nah nah
19990815 nah nah nah nah valid valid valid valid nah nah nah nah
19990816 nah nah nah nah valid valid valid valid nah nah nah nah
19990817 nah nah nah nah valid valid valid valid nah nah nah nah
19990818 nah nah nah nah valid valid valid valid nah nah nah nah
19990819 nah nah nah nah valid valid valid valid nah nah nah nah
19990820 nah nah nah nah valid valid valid valid nah nah nah nah
19990821 nah nah nah nah valid valid valid valid nah nah nah nah
19990822 nah nah nah nah valid valid valid valid nah nah nah nah
19990823 nah nah nah nah valid valid valid valid nah nah nah nah
19990824 nah nah nah nah valid valid valid valid nah nah nah nah
19990825 nah nah nah nah valid valid valid valid nah nah nah nah
19990826 nah nah nah nah valid valid valid valid nah nah nah nah
19990827 nah nah nah nah valid valid valid valid nah nah nah nah
19990828 nah nah nah nah valid valid valid valid nah nah nah nah
19990829 nah nah nah nah valid valid valid valid nah nah nah nah
19990830 nah nah nah nah valid valid valid valid nah nah nah nah
19990831 nah nah nah nah valid valid valid valid nah nah nah nah
19990901 nah nah nah nah nah valid valid valid valid nah nah nah
19990902 nah nah nah nah nah valid valid valid valid nah nah nah
19990903 nah nah nah nah nah valid valid valid valid nah nah nah
19990904 nah nah nah nah nah valid valid valid valid nah nah nah
19990905 nah nah nah nah nah valid valid valid valid nah nah nah
19990906 nah nah nah nah nah valid valid valid valid nah nah nah
19990907 nah nah nah nah nah valid valid valid valid nah nah nah
19990908 nah nah nah nah nah valid valid valid valid nah nah nah
19990909 nah nah nah nah nah valid valid valid valid nah nah nah
19990910 nah nah nah nah nah valid valid valid valid nah nah nah
19990911 nah nah nah nah nah valid valid valid valid nah nah nah
19990912 nah nah nah nah nah valid valid valid valid nah nah nah
19990913 nah nah nah nah nah valid valid valid valid nah nah nah
19990914 nah nah nah nah nah valid valid valid valid nah nah nah
19990915 nah nah nah nah nah valid valid valid valid nah nah nah
19990916 nah nah nah nah nah valid valid valid valid nah nah nah
19990917 nah nah nah nah nah valid valid valid valid nah nah nah
19990918 nah nah nah nah nah valid valid valid valid nah nah nah
19990919 nah nah nah nah nah valid valid valid valid nah nah nah
19990920 nah nah nah nah nah valid valid valid valid nah nah nah
19990921 nah nah nah nah nah valid valid valid valid nah nah nah
19990922 nah nah nah nah nah valid valid valid valid nah nah nah
19990923 nah nah nah nah nah valid valid valid valid nah nah nah
19990924 nah nah nah nah nah valid valid valid valid nah nah nah
19990925 nah nah nah nah nah valid valid valid valid nah nah nah
19990926 nah nah nah nah nah valid valid valid valid nah nah nah
19990927 nah nah nah nah nah valid valid valid valid nah nah nah
19990928 nah nah nah nah nah valid valid valid valid nah nah nah
19990929 nah nah nah nah nah valid valid valid valid nah nah nah
19990930 nah nah nah nah nah valid valid valid valid nah nah nah
19991001 nah nah nah nah nah nah valid valid valid valid nah nah
19991002 nah nah nah nah nah nah valid valid valid valid nah nah
19991003 nah nah nah nah nah nah valid valid valid valid nah nah
19991004 nah nah nah nah nah nah valid valid valid valid nah nah
19991005 nah nah nah nah nah nah valid valid valid valid nah nah
19991006 nah nah nah nah nah nah valid valid valid valid nah nah
19991007 nah nah nah nah nah nah valid valid valid valid nah nah
19991008 nah nah nah nah nah nah valid valid valid valid nah nah
19991009 nah nah nah nah nah nah valid valid valid valid nah nah
19991010 nah nah nah nah nah nah valid valid valid valid nah nah
19991011 nah nah nah nah nah nah valid valid valid valid nah nah
19991012 nah nah nah nah nah nah valid valid valid valid nah nah
19991013 nah nah nah nah nah nah valid valid valid valid nah nah
19991014 nah nah nah nah nah nah valid valid valid valid nah nah
19991015 nah nah nah nah nah nah valid valid valid valid nah nah
19991016 nah nah nah nah nah nah valid valid valid valid nah nah
19991017 nah nah nah nah nah nah valid valid valid valid nah nah
19991018 nah nah nah nah nah nah valid valid valid valid nah nah
19991019 nah nah nah nah nah nah valid valid valid valid nah nah
19991020 nah nah nah nah nah nah valid valid valid valid nah nah
19991021 nah nah nah nah nah nah valid valid valid valid nah nah
19991022 nah nah nah nah nah nah valid valid valid valid nah nah
19991023 nah nah nah nah nah nah valid valid valid valid nah nah
19991024 nah nah nah nah nah nah valid valid valid valid nah nah
19991025 nah nah nah nah nah nah valid valid valid valid nah nah
19991026 nah nah nah nah nah nah valid valid valid valid nah nah
